SH1174080.09FU,69,4065,103,0,81,13,54,0,0,32,0,0,141,0,17,20,10,13,0,108,58,49,0,0,18,40,84,26,0,46,170,12,83,6,20,28,23,0,15,6,0,272,63,107,135,3,1,234,110,162,10,23,0,14,0,5,80,0,0,0,0,13,143,0,0,11,0,169,0,3,3,4,63,1,11,20,119,152,23,0,0,118,46,0,2,0,10,223,32,0,0,22,28,0,179,22,0,0,76,0,0,36,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Laccaria_sp|UDB02436252|SH1174080.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria;s__Laccaria_sp
SH1164360.09FU,30,3928,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,85,17,0,0,0,88,8,0,0,0,25,0,2,5,72,0,0,0,0,1,1,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,5,0,0,4,0,20,1,0,6,3,0,0,0,0,154,144,3056,5,0,0,0,0,4,0,3,0,0,6,88,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Russula_sp|DQ388828|SH1164360.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp
SH1206493.09FU,19,3884,0,49,0,0,0,0,0,0,0,65,0,3109,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,177,0,1,0,1,0,0,2,18,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,239,0,0,0,0,1,0,0,0,2,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Russula_sp|DQ178934|SH1206493.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp
SH0915732.09FU,9,3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,25,0,482,0,155,0,465,0,0,0,0,0,0,0,0,0,6,0,0,0,0,100%|Absidia_sp|MW671541|SH0915732.09FU|reps|k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_sp
SH1275915.09FU,74,3695,0,16,3,0,139,0,0,7,0,49,15,11,5,0,455,0,12,10,32,3,0,1,20,79,34,58,93,167,9,24,0,3,0,0,35,26,22,283,0,0,4,23,20,45,15,8,19,31,19,0,0,5,5,254,7,0,3,0,43,105,8,6,0,12,0,37,9,62,13,17,37,0,0,21,5,2,44,0,27,94,152,0,0,0,29,594,21,17,0,29,52,0,113,32,0,0,5,1,0,4,0,1,0,0,16,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,100%|Clavulina_sp|UDB03751280|SH1275915.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Clavulina;s__Clavulina_sp
SH1046764.09FU,44,3496,0,0,406,0,79,0,0,5,0,0,95,89,41,0,3,141,0,2,66,0,0,2,1,0,111,1354,0,0,42,0,0,0,0,1,3,0,0,0,0,0,7,10,175,0,0,6,17,1,88,0,0,6,0,0,11,0,92,0,24,1,10,0,0,0,0,8,0,0,3,0,26,0,0,6,24,5,0,0,0,0,10,0,55,0,0,0,4,0,0,38,397,0,0,3,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Russula_sp|UDB06085855|SH1046764.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp
SH1306518.09FU,56,3479,0,215,5,0,0,0,0,9,0,0,46,0,3,0,1312,2,1,58,0,0,0,0,4,0,508,169,0,46,8,244,0,0,0,0,4,0,0,4,0,0,9,36,9,11,0,6,9,13,8,0,9,41,0,1,367,0,0,0,0,5,33,0,0,0,10,6,2,29,3,1,15,1,0,12,24,33,5,0,0,0,2,0,0,0,43,15,2,0,0,7,2,0,3,1,0,9,0,0,0,0,0,38,2,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,100%|Mortierella_sp|UDB04538945|SH1306518.09FU|reps|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp
SH1273439.09FU,66,3290,0,7,158,0,1,2,0,7,0,37,42,42,27,0,1,0,5,19,3,0,0,3,4,0,23,25,0,0,38,114,0,175,0,53,5,23,0,4,0,0,508,6,9,0,10,0,10,14,41,2,44,24,4,136,252,0,0,0,0,16,73,3,0,0,231,207,5,5,0,1,1,0,7,2,18,6,307,0,6,0,2,0,0,0,156,12,0,120,20,21,0,0,83,0,0,3,32,21,0,12,0,4,0,0,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Geminibasidium_sp|UDB02756964|SH1273439.09FU|reps|k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium;s__Geminibasidium_sp
SH1243176.09FU,69,3254,35,0,151,0,25,4,0,28,0,0,856,0,48,0,20,0,7,35,14,2,0,10,31,10,5,6,75,0,147,9,5,0,1,2,37,1,80,0,4,8,56,115,50,36,1,75,75,21,0,0,0,4,0,11,14,0,0,0,0,0,59,15,0,6,0,9,0,1,81,6,59,25,1,6,27,149,26,0,0,432,3,0,69,0,17,46,28,29,0,5,0,0,3,5,0,0,2,4,0,6,0,2,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100%|Serendipita_sp|UDB06976239|SH1243176.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipita;s__Serendipita_sp
SH0935833.09FU,19,3243,1,0,0,0,0,0,0,30,0,0,2,755,0,0,0,0,0,0,0,0,0,4,1063,0,0,0,0,0,121,0,0,0,0,0,10,1,201,0,0,0,0,5,39,0,0,0,1,6,0,0,0,0,0,0,0,0,277,0,0,1,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Hydnum_ambustum|UDB03489655|SH0935833.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Hydnum;s__Hydnum_ambustum
SH1275079.09FU,55,3214,0,0,147,0,4,0,0,30,0,0,743,0,32,0,0,15,0,108,0,0,0,1,15,18,0,0,0,0,127,1,5,0,35,0,13,6,6,0,0,0,52,122,39,369,0,87,98,392,2,0,34,0,43,1,11,0,0,0,0,1,21,13,0,4,0,12,0,3,5,14,31,1,2,8,22,284,13,0,0,0,7,0,5,0,127,0,41,0,1,2,25,0,1,1,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Violaceomycetales_sp|UDB07345113|SH1275079.09FU|reps|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Violaceomycetales;f__Violaceomycetales_fam_Incertae_sedis;g__Violaceomycetales_gen_Incertae_sedis;s__Violaceomycetales_sp
SH0911857.09FU,69,3132,1,648,0,190,0,2,0,1,0,8,1,0,1,0,6,6,43,5,3,0,0,1,8,835,3,0,0,1,0,9,0,60,4,3,0,280,4,11,0,7,1,8,0,62,0,6,4,3,37,5,1,26,0,3,28,0,12,0,4,6,7,85,0,9,3,6,87,180,0,1,8,1,2,23,5,5,0,0,8,0,6,2,0,0,9,0,8,1,0,5,80,0,1,0,0,1,0,3,0,0,0,125,2,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Umbelopsis_sp|UDB07122445|SH0911857.09FU|reps|k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_sp
SH1259952.09FU,36,3061,0,0,6,0,0,3,0,21,0,2,0,0,31,0,0,0,0,0,0,0,0,3,0,57,0,0,0,0,105,0,0,0,0,0,9,1511,0,0,0,0,12,37,522,0,11,7,89,0,0,0,0,4,0,0,21,0,1,0,0,1,42,0,0,0,0,10,3,0,1,1,4,0,0,8,48,0,0,0,0,0,2,320,0,0,0,0,1,0,0,5,0,0,3,12,0,0,0,1,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Elaphomyces_sp|AF461582|SH1259952.09FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Elaphomycetaceae;g__Elaphomyces;s__Elaphomyces_sp
SH1147444.09FU,36,3059,0,0,8,0,0,0,0,1,0,0,3,0,5,0,0,0,2,7,0,0,0,0,24,1,0,0,367,9,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,5,4,0,0,0,121,0,0,14,0,0,0,1,0,3,36,0,4,1,0,0,0,0,0,1,0,0,3,1,1,3,0,0,0,0,1,0,0,1,2297,1,95,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Chondrogaster_sp|UDB01981315|SH1147444.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Hysterangiaceae;g__Chondrogaster;s__Chondrogaster_sp
SH0911844.09FU,86,3026,8,1,33,6,6,393,0,235,9,75,0,7,86,1,28,98,92,6,14,15,0,131,190,4,7,0,4,150,72,7,1,0,16,3,63,17,118,3,1,80,0,15,16,0,0,5,5,1,1,3,1,12,2,3,2,0,3,0,61,1,10,35,0,156,6,6,51,5,0,34,7,1,3,17,62,2,0,0,6,32,78,93,52,0,1,1,6,0,1,8,0,0,2,79,114,2,3,1,0,2,0,7,4,0,24,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100%|Umbelopsis_sp|UDB06945845|SH0911844.09FU|reps|k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_sp
SH1273379.09FU,66,3023,56,0,6,0,1,25,0,7,0,6,5,7,2,1,24,2,0,193,108,9,0,8,12,0,67,348,7,0,15,23,0,276,1,7,0,43,1,76,9,0,103,27,8,0,31,1,5,25,0,1,0,9,0,79,0,0,8,0,4,27,4,49,0,0,94,0,138,15,0,138,0,0,2,3,0,9,50,0,3,0,0,0,0,0,51,294,119,34,119,12,0,0,3,2,0,0,3,44,0,150,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Geminibasidium_donianum|JX242877|SH1273379.09FU|refs|k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium;s__Geminibasidium_donianum
SH1044450.09FU,55,3023,5,0,1,0,8,934,0,162,0,0,0,72,0,0,1,21,60,1,0,428,0,354,85,0,1,8,0,6,8,0,0,1,2,1,64,393,90,0,0,5,0,1,0,0,1,2,0,0,0,0,0,16,0,0,3,0,2,0,1,0,3,21,0,82,0,0,13,0,1,1,16,1,0,13,10,0,0,0,0,1,60,10,3,0,0,0,0,0,0,1,1,0,0,26,3,9,1,0,0,0,0,4,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100%|Mortierellaceae_sp|UDB04609397|SH1044450.09FU|reps|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierellaceae_gen_Incertae_sedis;s__Mortierellaceae_sp
SH1153812.09FU,46,2996,0,0,2,0,0,0,0,17,0,0,15,0,0,0,0,0,0,15,0,0,0,3,4,0,80,5,0,0,43,3,0,0,0,0,5,0,4,0,0,0,14,94,167,1,0,132,177,9,0,0,901,23,28,0,229,0,1,0,0,0,39,0,0,0,1,170,0,0,53,0,210,8,0,59,38,9,4,0,3,0,51,0,0,0,0,0,17,0,0,10,15,0,21,8,0,4,0,0,0,67,0,163,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Cortinarius_sp|MG553141|SH1153812.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp
SH1151091.09FU,49,2920,0,1,39,0,0,0,0,8,0,0,151,3,5,0,6,1,0,26,0,0,0,1,4,0,0,0,0,0,32,2,0,0,1,18,7,0,1,853,0,1,27,573,36,13,0,11,358,22,2,0,1,2,0,1,6,0,0,0,0,0,16,0,0,3,0,0,0,1,1,11,3,0,0,108,12,37,2,0,1,0,0,0,0,0,1,0,138,0,0,366,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Cortinarius_sp|MN846533|SH1151091.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp
SH0915727.09FU,4,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Absidia_koreana|KR030063|SH0915727.09FU|reps|k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_koreana
SH1157271.09FU,31,2806,324,41,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,525,72,0,0,0,0,0,0,2,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,9,0,14,0,0,0,0,0,1447,4,3,0,0,0,17,0,0,0,0,1,0,100,4,2,17,83,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,21,19,0,0,0,11,0,0,0,0,43,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,100%|Tomentella_sp|UDB06165603|SH1157271.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_sp
SH1273396.09FU,70,2783,0,0,66,0,0,5,0,104,0,50,192,16,6,1,0,3,2,46,0,2,0,32,50,11,0,0,0,0,527,0,1,68,11,21,49,15,20,0,0,5,179,66,120,1,31,277,181,8,1,0,3,0,1,6,1,0,1,0,0,0,26,206,0,13,0,5,9,0,6,1,64,5,40,6,14,63,9,0,0,5,14,21,1,0,16,6,2,24,8,0,0,0,1,2,2,0,23,1,0,2,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Geminibasidium_sp|UDB02753578|SH1273396.09FU|reps|k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium;s__Geminibasidium_sp
SH1195373.09FU,19,2686,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,95,0,0,0,6,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,22,11,0,198,0,0,0,603,0,0,0,0,1,0,0,0,16,0,0,0,816,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Russula_sp|UDB002723|SH1195373.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp
SH1253866.09FU,5,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Sistotrema_sp|UDB07025825|SH1253866.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema;s__Sistotrema_sp
SH2637952.09FU,18,2631,1,0,7,0,0,0,17,0,2506,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,100%|Cryptococcus_festucosus|KY102693|SH2637952.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Cryptococcus;s__Cryptococcus_festucosus
SH1198095.09FU,30,2615,848,0,19,0,0,0,0,10,0,0,45,0,3,0,1,1,0,88,0,1262,0,1,3,0,0,0,0,0,37,1,0,0,3,0,4,0,2,0,0,0,16,50,6,1,0,0,28,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,102,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Inocybe_pallidiflavipes|KP308799|SH1198095.09FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_pallidiflavipes
SH1077607.09FU,5,2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Russula_vesca|UDB05891193|SH1077607.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_vesca
SH0906454.09FU,20,2488,3,0,0,52,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260,0,0,67,0,0,0,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,45,0,0,2,100%|Umbelopsis_sp|UDB06965774|SH0906454.09FU|reps|k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_sp
SH0911895.09FU,66,2471,0,299,0,3,0,41,0,5,0,15,0,15,0,10,1,14,1,3,0,1,0,10,1,0,145,46,616,0,4,10,13,4,19,0,0,43,4,109,5,0,2,5,9,35,0,8,16,17,1,0,0,2,4,1,8,0,2,0,0,0,27,1,0,0,0,37,2,1,9,24,25,2,27,83,14,3,2,0,0,1,9,0,4,0,55,0,8,0,0,20,0,0,8,8,0,0,8,0,0,5,0,376,26,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Umbelopsis_sp|UDB06936982|SH0911895.09FU|reps|k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_sp
SH0911919.09FU,83,2421,2,28,115,1,1,1,0,4,0,3,25,7,37,1,10,3,9,13,29,0,0,2,1,4,56,12,83,0,17,23,7,721,1,1,0,24,1,23,2,0,11,10,80,1,2,22,15,45,3,2,5,49,20,39,17,0,2,0,0,3,20,116,0,1,2,87,12,5,3,145,10,3,0,16,13,4,9,0,6,2,4,0,1,0,11,0,38,59,0,15,43,0,95,0,0,2,2,1,0,22,0,67,3,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Umbelopsis_sp|UDB06936485|SH0911919.09FU|reps|k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_sp
SH1063473.09FU,11,2413,0,0,0,4,0,0,1,1,2389,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100%|Absidia_glauca|JN205810|SH1063473.09FU|refs|k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_glauca
SH0961641.09FU,19,2316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,31,0,0,0,0,0,0,487,0,0,0,0,62,0,3,0,10,0,8,0,0,39,0,602,584,462,0,0,0,1,0,0,3,100%|Trichoderma_asperellum|KU317838|SH0961641.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_asperellum
SH1215170.09FU,62,2252,0,0,8,0,0,10,0,16,0,0,26,0,3,0,6,0,0,90,4,2,0,9,5,25,0,0,0,0,29,0,13,157,6,34,31,3,4,0,0,7,13,64,28,488,8,27,65,35,11,24,19,2,1,52,22,0,53,0,0,4,72,23,0,0,0,16,0,0,1,7,18,1,372,18,57,20,51,0,0,7,2,0,1,0,60,0,8,0,0,8,10,0,1,1,0,0,85,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Bifiguratus_sp|UDB014684|SH1215170.09FU|reps|k__Fungi;p__Mucoromycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucoromycotina_ord_Incertae_sedis;f__Mucoromycotina_fam_Incertae_sedis;g__Bifiguratus;s__Bifiguratus_sp
SH1306466.09FU,19,2210,0,0,0,0,0,0,0,7,0,0,4,0,0,0,2,0,0,21,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,10,4,0,0,0,6,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,8,8,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Mortierella_turficola|HQ630350|SH1306466.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_turficola
SH2088875.09FU,52,2200,20,81,10,23,0,0,0,0,0,0,7,0,5,1,21,0,0,16,0,5,0,2,1,0,319,69,0,0,2,47,1,0,0,0,0,0,0,2,0,0,2,24,12,0,0,9,18,21,22,2,0,13,9,0,44,0,0,0,0,14,2,0,0,0,1290,2,0,6,3,0,9,0,0,2,1,1,1,0,0,1,4,0,0,2,0,0,1,0,0,0,0,0,5,2,0,0,0,1,0,7,0,10,0,2,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100%|Linnemannia_amoeboidea|HQ630346|SH2088875.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_amoeboidea
SH1295650.09FU,25,2135,0,0,0,0,0,6,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,0,0,0,0,0,246,0,0,1667,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,1,95,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100%|Cystofilobasidium_macerans|AF444329|SH1295650.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium;s__Cystofilobasidium_macerans
SH0960890.09FU,48,2098,0,0,41,0,0,5,0,89,0,54,179,1,9,0,0,3,13,31,0,0,0,8,49,1,0,0,0,0,428,0,0,0,0,0,37,0,19,0,0,4,155,34,118,1,1,284,146,10,0,0,0,5,1,0,20,0,0,0,0,0,52,0,0,22,0,6,0,0,4,1,63,0,1,8,36,108,1,0,0,9,8,0,0,0,0,0,4,0,2,2,1,0,0,2,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Auriculariales_sp|UDB01466858|SH0960890.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;g__Auriculariales_gen_Incertae_sedis;s__Auriculariales_sp
