"Tube_ID","Fire.Interval","Fire.Severity","Site","Transect","Location","Ortho_P_mg_kg","Nitrate_mg_kg","Ammonia_mg_kg","pH","log10_biomass_day","perc_myco_host_freq","C_N","C_P","N_P","Carb_Hyph","Nitrog_Hyph","Phos_Hyph","Longitude","Latitude","ITSall_OTUb_8077","ITSall_OTUa_5969","ITSall_OTUa_2413","ITSall_OTUa_13","ITSall_OTUa_2741","ITSall_OTUj_8414","ITSall_OTUc_1349","ITSall_OTUj_28185","ITSall_OTUa_151","ITSall_OTUa_1173","ITSall_OTUd_1875","ITSall_OTUj_1017","ITSall_OTUj_19960","ITSall_OTUd_3001","ITSall_OTUa_9472","ITSall_OTUa_1237","ITSall_OTUj_14242","ITSall_OTUa_6956","ITSall_OTUb_427","ITSall_OTUj_18564","ITSall_OTUb_49","ITSall_OTUb_2441","ITSall_OTUj_8801","ITSall_OTUj_1415","ITSall_OTUj_14066","ITSall_OTUa_255","ITSall_OTUj_2249","ITSall_OTUj_215","ITSall_OTUj_12319","ITSall_OTUj_12430","ITSall_OTUa_3114","ITSall_OTUj_8538","ITSall_OTUj_549","ITSall_OTUj_27906","ITSall_OTUj_20223","ITSall_OTUc_1019","ITSall_OTUn_8735","ITSall_OTUj_12577","ITSall_OTUj_28171","ITSall_OTUm_5129","ITSall_OTUa_306","ITSall_OTUb_8161","ITSall_OTUa_1907","ITSall_OTUj_10663","ITSall_OTUb_3024","ITSall_OTUj_14184","ITSall_OTUj_10443","ITSall_OTUa_586","ITSall_OTUa_1517","ITSall_OTUa_90","ITSall_OTUa_8584","ITSall_OTUe_2810","ITSall_OTUj_3346","ITSall_OTUc_407","ITSall_OTUj_119","ITSall_OTUn_12188","ITSall_OTUa_515","ITSall_OTUb_5056","ITSall_OTUf_540","ITSall_OTUa_3548","ITSall_OTUa_797","ITSall_OTUa_720","ITSall_OTUj_6306","ITSall_OTUm_8394","ITSall_OTUj_593","ITSall_OTUj_19366","ITSall_OTUj_11014","ITSall_OTUe_4361","ITSall_OTUa_9461","ITSall_OTUj_28125","ITSall_OTUm_1894","ITSall_OTUg_230","ITSall_OTUf_542","ITSall_OTUj_240","ITSall_OTUa_4352","ITSall_OTUb_26","ITSall_OTUb_7159","ITSall_OTUj_272","ITSall_OTUj_685","ITSall_OTUn_605","ITSall_OTUj_330","ITSall_OTUa_242","ITSall_OTUj_2527","ITSall_OTUm_6301","ITSall_OTUa_1016","ITSall_OTUj_175","ITSall_OTUa_8076","ITSall_OTUa_3174","ITSall_OTUj_65","ITSall_OTUj_931","ITSall_OTUm_1869","ITSall_OTUa_581","ITSall_OTUa_1255","ITSall_OTUj_8021","ITSall_OTUj_548","ITSall_OTUd_3965","ITSall_OTUj_26487","ITSall_OTUe_4441","ITSall_OTUa_762","ITSall_OTUj_644","ITSall_OTUj_286","ITSall_OTUj_26677","ITSall_OTUa_9626","ITSall_OTUa_9138","ITSall_OTUj_13635","ITSall_OTUj_17844","ITSall_OTUj_177","ITSall_OTUn_3643","ITSall_OTUm_14563","ITSall_OTUa_32","ITSall_OTUa_6712","ITSall_OTUj_9095","ITSall_OTUj_6757","ITSall_OTUj_28202","ITSall_OTUa_994","ITSall_OTUj_464","ITSall_OTUa_4555","ITSall_OTUm_386","ITSall_OTUn_12223","ITSall_OTUj_20919","ITSall_OTUj_362","ITSall_OTUj_14517","ITSall_OTUj_1545","ITSall_OTUm_39","ITSall_OTUa_2566","ITSall_OTUj_28458","ITSall_OTUa_2155","ITSall_OTUa_199","ITSall_OTUm_172","ITSall_OTUn_2565","ITSall_OTUj_11060","ITSall_OTUb_8759","ITSall_OTUb_3146","ITSall_OTUb_2058","ITSall_OTUc_2427","ITSall_OTUm_451","ITSall_OTUn_4434","ITSall_OTUa_7612","ITSall_OTUj_403","ITSall_OTUj_14951","ITSall_OTUj_1429","ITSall_OTUa_7420","ITSall_OTUm_26","ITSall_OTUm_139","ITSall_OTUm_140","ITSall_OTUa_114","ITSall_OTUm_355","ITSall_OTUj_5345","ITSall_OTUj_1470","ITSall_OTUm_12861","ITSall_OTUc_1846","ITSall_OTUj_1399","ITSall_OTUj_150","ITSall_OTUm_603","ITSall_OTUj_935","ITSall_OTUj_74","ITSall_OTUm_111","ITSall_OTUn_6179","ITSall_OTUn_316","ITSall_OTUn_4986","ITSall_OTUn_8748","ITSall_OTUn_8899","ITSall_OTUn_10605"
"13","Long","Low",7,1,33,0.00376437783199721,0.00878354827466016,0.446314046706169,5.18,-1.56076694202777,0.652542372881356,14.9112509570638,6342.35095421046,425.33996459941,48.1413645619758,3.22852621155638,0.00759046052631579,150.36966,-33.63916,0,0,69,0,14,0,27,0,0,0,0,0,0,0,57,0,0,28,0,0,33,0,0,12,0,0,17,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Long","Low",7,1,47,0.0462812960235641,0.0185567010309278,0.51389911634757,4.79,-2.59270472742921,0.652542372881356,14.9112509570638,6342.35095421046,425.33996459941,48.1413645619758,3.22852621155638,0.00759046052631579,150.36966,-33.63916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Long","Low",7,2,3,0.0290107287667301,0.00939215615917327,0.00904230507014963,5.22,-1.47733545891853,0.609442060085837,12.4560105495288,1824.49750684879,146.475269878268,45.4854156928949,3.65168410158543,0.0249303797468354,150.36966,-33.63916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Long","Low",7,2,16,0.00403135498320269,0.0129619260918253,0.0354423292273236,5.37,-1.81656451387541,0.609442060085837,12.4560105495288,1824.49750684879,146.475269878268,45.4854156928949,3.65168410158543,0.0249303797468354,150.36966,-33.63916,0,0,141,0,12,23,0,0,0,0,0,0,0,0,0,0,0,34,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","Long","Low",7,2,33,0.0314576076417568,0.0807178511150214,0.141828563220455,5.25,-2.69930797021427,0.609442060085837,12.4560105495288,1824.49750684879,146.475269878268,45.4854156928949,3.65168410158543,0.0249303797468354,150.36966,-33.63916,0,0,11,113,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Long","Low",7,2,47,0.11118357307893,0.0967615711410897,0.830383096072147,5.45,-1.67124002711182,0.609442060085837,12.4560105495288,1824.49750684879,146.475269878268,45.4854156928949,3.65168410158543,0.0249303797468354,150.36966,-33.63916,0,0,0,5655,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13987,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13168,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
"65","Long","Low",8,1,3,0.0441261966590442,0.019621332506492,0.00999961241812333,5.35,-2.08141511636098,0.715151515151515,17.4826592901475,1134.28318152932,64.8804717122502,45.300884198895,2.59118955801105,0.0399378964059197,150.32069,-33.65039,0,0,58,4601,0,120,0,0,0,25,0,0,0,0,10,0,0,16,0,55,13501,0,0,112,0,0,29,0,0,0,0,0,44,0,0,0,0,71857,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,11,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6542,18,0,0,0,109,0,0,0,0,0,0,0,0,19,0,4354,0,0,0,0,0,0,0,0
"70","Long","Low",8,1,16,0.0611877624475105,0.0649557588482303,1.76792141571686,5.49,-2.21656662186072,0.715151515151515,17.4826592901475,1134.28318152932,64.8804717122502,45.300884198895,2.59118955801105,0.0399378964059197,150.32069,-33.65039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Long","Low",8,1,33,0.0315994516990116,0.00909025322848279,0.00909025322848279,5.48,-1.92581378573315,0.715151515151515,17.4826592901475,1134.28318152932,64.8804717122502,45.300884198895,2.59118955801105,0.0399378964059197,150.32069,-33.65039,0,0,0,0,14,15,18,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","Long","Low",8,1,47,0.056768065136266,0.00949903878774172,0.00949903878774172,5.51,-1.87491220739215,0.715151515151515,17.4826592901475,1134.28318152932,64.8804717122502,45.300884198895,2.59118955801105,0.0399378964059197,150.32069,-33.65039,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Long","Low",8,2,3,0.0633191100274307,0.0192014629686071,0.401573453215483,5.25,-2.37581759013276,0.769230769230769,9.78002361237615,NA,NA,46.1368429946524,4.71745721925134,NA,150.32069,-33.65039,24,0,0,0,18,0,63,0,0,0,0,0,0,0,122,0,0,0,0,32,56,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,74,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
