"barcode","sample","OTU","count","resampled_count","resampled_date","kingdom","phylum","class","order","family","genus","species","n","score","SH_species","SH_gb_acc","SH_sh_acc","SH_type","identity","coverage","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","unite_db_version","date_assigned","Tube_ID","Site","Transect","Location","mass_extracted","Note","guild2","note","exploration_type","Ecm_lineage","myco_reads","mean_gs"
"SMM03",NA,"ITSall_OTUb_8161",54,3,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",3,49,1,3,0.401,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",668,80.2764285714286
"SMM04",NA,"ITSall_OTUb_8161",40425,982,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",4,31,2,47,0.388,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",41881,80.2764285714286
"SMM05",NA,"ITSall_OTUb_8161",51,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",5,31,1,33,0.359,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",3075,80.2764285714286
"SMM16",NA,"ITSall_OTUb_8161",39781,4172,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",16,49,2,3,0.364,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",40608,80.2764285714286
"SMM17",NA,"ITSall_OTUb_8161",39,3,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",17,56,1,47,0.43,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",64138,80.2764285714286
"SMM18",NA,"ITSall_OTUb_8161",41222,1944,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",18,49,1,16,0.498,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",41465,80.2764285714286
"SMM19",NA,"ITSall_OTUb_8161",13899,1016,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",19,34,1,16,0.423,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",59630,80.2764285714286
"SMM24",NA,"ITSall_OTUb_8161",59,4,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",24,34,2,33,0.431,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",5739,80.2764285714286
"SMM29",NA,"ITSall_OTUb_8161",84848,4283,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",31,49,2,16,0.429,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",87639,80.2764285714286
"SMM32",NA,"ITSall_OTUb_8161",9669,349,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",33,31,2,16,0.389,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",72571,80.2764285714286
"SMM33",NA,"ITSall_OTUb_8161",14,7,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",34,56,1,33,0.383,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",368,80.2764285714286
"SMM36",NA,"ITSall_OTUb_8161",27473,1272,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",38,7,1,3,0.21,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",38762,80.2764285714286
"SMM38",NA,"ITSall_OTUb_8161",52,8,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,2,1,"Pisolithus_sp","AF440867","SH1519625.08FU","reps",0.990521327014218,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021",39,49,1,47,0.28,NA,"Ectomycorrhizal",NA,"long-distance","/pisolithus-scleroderma",6461,80.2764285714286
"SMM07",NA,"ITSall_OTUb_3024",21,21,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,2,1,"Tomentella_sublilacina","UDB003342","SH1502519.08FU","refs",0.963133640552995,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",7,29,1,47,0.473,NA,"Ectomycorrhizal",NA,"medium-distance_smooth","/tomentella-thelephora",294,NA
"SMM27",NA,"ITSall_OTUb_3024",6348,583,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,2,1,"Tomentella_sublilacina","UDB003342","SH1502519.08FU","refs",0.963133640552995,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",28,29,1,16,0.308,NA,"Ectomycorrhizal",NA,"medium-distance_smooth","/tomentella-thelephora",6719,NA
"SMM35",NA,"ITSall_OTUb_3024",62,4,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,2,1,"Tomentella_sublilacina","UDB003342","SH1502519.08FU","refs",0.963133640552995,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",36,34,2,47,0.381,NA,"Ectomycorrhizal",NA,"medium-distance_smooth","/tomentella-thelephora",488,NA
"SMM62",NA,"ITSall_OTUb_3024",629,40,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,2,1,"Tomentella_sublilacina","UDB003342","SH1502519.08FU","refs",0.963133640552995,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",62,8,2,33,0.422,NA,"Ectomycorrhizal",NA,"medium-distance_smooth","/tomentella-thelephora",2053,NA
"SMM78",NA,"ITSall_OTUb_3024",10319,342,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,2,1,"Tomentella_sublilacina","UDB003342","SH1502519.08FU","refs",0.963133640552995,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",78,5,2,33,0.294,NA,"Ectomycorrhizal",NA,"medium-distance_smooth","/tomentella-thelephora",16171,NA
"SMM79",NA,"ITSall_OTUb_3024",11,0,NA,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,2,1,"Tomentella_sublilacina","UDB003342","SH1502519.08FU","refs",0.963133640552995,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",79,7,2,47,0.379,NA,"Ectomycorrhizal",NA,"medium-distance_smooth","/tomentella-thelephora",13576,NA
"SMM20",NA,"ITSall_OTUj_14184",2199,361,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,7,1,"Cortinarius_sp","MG553031","SH1504004.08FU","reps",0.985221674876847,0.995073891625616,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",20,34,1,47,0.43,NA,"Ectomycorrhizal",NA,"medium-distance_fringe","/cortinarius",16554,62.89
"SMM16",NA,"ITSall_OTUa_586",20,3,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,1,1,"Cortinarius_waiporianus","MH101548","SH1503838.08FU","reps",0.975,0.995,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",16,49,2,3,0.364,NA,"Ectomycorrhizal",NA,"medium-distance_fringe","/cortinarius",40608,62.89
"SMM36",NA,"ITSall_OTUa_586",103,5,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,1,1,"Cortinarius_waiporianus","MH101548","SH1503838.08FU","reps",0.975,0.995,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",38,7,1,3,0.21,NA,"Ectomycorrhizal",NA,"medium-distance_fringe","/cortinarius",38762,62.89
"SMM16",NA,"ITSall_OTUa_1517",25,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,3,1,"Cortinarius_waiporianus","MH101548","SH1503838.08FU","reps",0.959798994974874,0.989949748743719,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",16,49,2,3,0.364,NA,"Ectomycorrhizal",NA,"medium-distance_fringe","/cortinarius",40608,62.89
"SMM36",NA,"ITSall_OTUa_1517",143,10,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,3,1,"Cortinarius_waiporianus","MH101548","SH1503838.08FU","reps",0.959798994974874,0.989949748743719,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",38,7,1,3,0.21,NA,"Ectomycorrhizal",NA,"medium-distance_fringe","/cortinarius",38762,62.89
"SMM29",NA,"ITSall_OTUa_90",13,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,2,1,"Tomentella_sp","DQ672323","SH1528514.08FU","reps",0.977168949771689,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",31,49,2,16,0.429,NA,"Ectomycorrhizal",NA,"medium-distance_smooth","/tomentella-thelephora",87639,NA
"SMM40",NA,"ITSall_OTUa_8584",10,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Laccaria_alba",1,1,"Laccaria_alba","UDB0780063","SH1553074.08FU","reps",0.995145631067961,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",41,10,1,33,0.422,NA,"Ectomycorrhizal",NA,"short-distance_delicate","/laccaria",7549,57.595
"SMM55",NA,"ITSall_OTUa_8584",3266,3266,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Laccaria_alba",1,1,"Laccaria_alba","UDB0780063","SH1553074.08FU","reps",0.995145631067961,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",27,7,1,16,0.429,NA,"Ectomycorrhizal",NA,"short-distance_delicate","/laccaria",3361,57.595
"SMM56",NA,"ITSall_OTUa_8584",35497,4333,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Laccaria_alba",1,1,"Laccaria_alba","UDB0780063","SH1553074.08FU","reps",0.995145631067961,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",56,8,2,16,0.414,NA,"Ectomycorrhizal",NA,"short-distance_delicate","/laccaria",36825,57.595
"SMM57",NA,"ITSall_OTUa_8584",105,79,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Laccaria_alba",1,1,"Laccaria_alba","UDB0780063","SH1553074.08FU","reps",0.995145631067961,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",57,26,2,33,0.416,NA,"Ectomycorrhizal",NA,"short-distance_delicate","/laccaria",118,57.595
"SMM58",NA,"ITSall_OTUa_8584",15,0,NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Laccaria_alba",1,1,"Laccaria_alba","UDB0780063","SH1553074.08FU","reps",0.995145631067961,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",58,56,2,16,0.395,NA,"Ectomycorrhizal",NA,"short-distance_delicate","/laccaria",40571,57.595
"SMM59",NA,"ITSall_OTUa_8584",49,2,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Laccaria_alba",1,1,"Laccaria_alba","UDB0780063","SH1553074.08FU","reps",0.995145631067961,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021",59,12,2,16,0.387,NA,"Ectomycorrhizal",NA,"short-distance_delicate","/laccaria",5232,57.595
